HU,0.07317352828139195
FR,42.25969842527532
EL,0.09186871951192883
NL,0.5856041268238024
SK,0.008531043839687587
DK,0.005774319185486059
LU,0.2389716833376572
PL,0.2163137573217938
ES,0.5860466876572458
UK,25334955.03079515
EE,0.115374100063793
CY,0.422804695391689
RO,4443996
LT,0.8224644277893477
LV,26.26344810983683
BG,1730058
IT,26.65974796800247
MT,0
SI,640072
HR,1077798
FI,0.8349731214234626
IE,0.8009769284261685
CZ,0.4401598673406455
AT,2523053
BE,0.8335558678034134
SE,0.1664393941147856
PT,3473042
DE,0.4111561661225881
EU,172013115.4042932
