HU,15.38724991542925
IE,51.28941225991226
IT,21.61740253339148
LT,17.655445150148
LU,48.43310409502969
AT,33.09223556696919
LV,28.25660788439245
BE,12.81562033038447
MT,11.97766687791725
BG,12.98849259868231
NL,39.33164659347774
CY,38.93797089851635
PL,39.99263065176505
CZ,48.15398621362558
PT,36.72283606083997
DE,29.11257934737474
RO,12.22334169131344
DK,72.57579539577185
SE,92.9472883744691
EE,37.22756193312576
HR,0.8864028278678736
SI,28.47991087650944
EL,30.71979302716294
SK,28.11531167859632
ES,40.70908386267401
UK,45.05388644175705
EU,33.98986020109606
FR,29.24034161891244
FI,78.55782661206607
