IT,35.47682783924
UK,33.555972445696
,36.1569434461
IS,37.5129651399324
LU,36.328694863788
BE,33.2526114896
AT,28.272964977
CY,35.5951953927458
MT,38.62459133937
LV,34.9429814665225
BG,36.3343856192194
HR,32.31313331836
DE,35.25989911338
NL,34.794333238783
CZ,34.714756967242
PL,35.266759215244
EE,34.813351987365
NO,32.1884753332
DK,32.441467938137
EU,33.837651172198
EL,37.1919718654
RO,36.9565655712
FR,34.7686732926396
PT,35.9589837584253
FI,37.633354613588
SI,35.5661337458
IE,31.453279936549
SE,26.865294199272
HU,35.835247912136
