UK,81.87909399870456
SK,60.42672518627435
BE,45.34178752552716
AT,62.72004032248523
CY,40.99815447441787
EU,0.3272359122670623
BG,43.16660791219556
DE,43.78305872655254
CZ,50.48835003387655
EE,85.62704613179778
DK,102.3088807609572
ES,58.34088806492226
EL,47.13666195766819
FR,44.22159539042629
FI,112.3966540094356
HU,25.25471807983168
HR,63.63969742899107
IT,54.19461744380414
IE,64.77851541475907
LU,81.18591014805257
LT,47.02468618613314
MT,49.84170455947827
LV,47.8728645016244
PL,78.78585739570339
NL,65.59700111594007
RO,35.64957485929047
PT,33.806858950869
SI,38.74450474324868
SE,107.3578366773257
