IT,49.152327981485
UK,35.91784533845301
,45.31596133883
IS,41.2748245521888
BE,37.38292919795
LV,39.366562592348
AT,32.7282129622469
LU,38.236625338351
CY,49.769613396144
MT,43.2684179189996
BG,44.4647459847
DE,46.556411396
NO,34.121982126553
NL,37.28913395661
CZ,39.355995263462
HR,37.982929559798
EE,46.727496441737
DK,35.819898933378
PL,37.31936765482
EU,38.2442211523
EL,41.559441116133
PT,38.8188465489
RO,48.13717187133
FR,39.613731378313
FI,41.632584777287
SI,41.6614173786
IE,38.9472237285
SE,38.493152426662
HU,44.3341588357
