CY,54.465184116
IS,54.11771345998
SI,13.38774318187
DE,56.81491335259859
CZ,54.373894179161
IT,53.8211919296449
DK,51.417544989478
,59.82475512366759
HR,55.662612511568
LV,52.39622861317
NL,13.3824371822
MT,62.566241266781
EE,58.89511359953
EU,53.318136593651
UK,48.348628296418
PL,61.517417983226
EL,56.756626296531
NO,45.2554951363858
RO,13.35141949654
FI,51.122696441336
PT,13.343935814251
BE,52.411396998181
HU,58.32471151511
AT,51.85351742211
FR,51.7484622771
SE,52.72199174510001
BG,64.497226564111
IE,45.211184539916
