AT,33152.44,
BE,31941.43,
BG,1032.49,
HR,1550.33,
CY,1335.97,
CZ,4114.38,
DK,41351.9,
EE,544.26,
FI,11948.2,
FR,280903.32,
DE,393096.96,
EL,2563.32,
HU,1491.86,
IS,475.37,
IE,38240.69,
IT,109985.43,
LV,259.42,
LI,2216.54,
LT,326.35,
LU,16970.09,
MT,4455.32,
NL,64319.32,
NO,24943.65,
PL,13857.51,
PT,5514.49,
RO,1052.36,
SK,1415.42,
SI,2355.09,
ES,46601.18,
SE,69477.3,
UK,208889.01,
